region_id,total_population,elderly_population,num_doctors,avg_distance_to_hospital,healthcare_demand,budget_allocation
1272,22685,9582,29,89.8076914328089,3282,148099
1273,46401,13509,1,92.68967472206094,1739,80373
1274,16372,11959,43,38.50611158029671,881,263752
1275,13996,13668,46,18.18250732720907,4792,255573
1276,21458,13909,22,91.37104696120353,2156,72791
1277,36889,7248,11,10.162989140241798,2423,239968
1278,31665,6603,10,72.4471507315882,2374,73115
1279,43243,14857,17,14.909234171219362,2333,198413
1280,36653,1973,36,39.54929861210152,2738,425253
1281,31657,3743,47,41.74401890795771,3387,459853
1282,44952,13170,26,16.717033596096254,2580,467485
1283,27180,2681,48,92.34546196665458,2716,133489
1284,36896,10141,21,1.26414863291934,455,336021
1285,17875,3596,13,89.48704577844643,4587,352417
1286,6622,7146,9,88.49910302407307,4774,106035
1287,45809,11948,11,32.37940171610216,3446,193477
1288,21725,11848,11,70.72414271804827,3622,274420
1289,45760,10282,6,26.028082218533235,2567,161141
1290,20646,6382,1,76.1185826631399,263,300766
1291,22029,12931,6,56.5508544369866,3734,243381
1292,34402,6482,13,30.722319970518175,4833,91767
1293,9263,12673,22,40.6232406101278,3763,170456
1294,35987,6298,31,69.29898449160194,3354,453189
1295,13646,10127,22,90.70364751473451,3481,108565
1296,32529,8915,37,13.941925140160189,2164,139461
1297,16664,8911,47,57.565032997246554,4365,440721
1298,40737,12966,27,26.11919074625463,4084,160159
1299,40796,10346,14,80.33585273767046,3987,335235
1300,29027,13220,47,7.953493281078626,439,331728
1301,34373,8956,5,69.20662322694581,4921,417005
1302,41397,9645,36,18.31965535541195,3881,434379
1303,25609,5024,32,60.04215642191969,3690,251696
1304,40835,12425,34,83.7335661320765,2033,426832
1305,43709,7059,7,75.75298555004628,1745,66550
1306,24250,8120,42,75.54134588068008,4328,445279
1307,26172,3274,48,52.26668590650362,2787,142816
1308,16555,6173,10,89.18381359312241,2226,323775
1309,26874,3624,17,59.222414625957796,4541,313269
1310,18081,9171,30,91.83427888640749,4804,478625
1311,29063,12206,21,55.10572332540934,738,100581
1312,11819,1853,13,51.09059073898029,1324,334629
1313,30712,12014,1,23.012948901821133,3805,420683
1314,29762,12570,1,54.933878748990296,4010,259402
1315,16046,9581,47,14.917898293640802,4345,133554
1316,36463,4354,33,87.099329924695,1649,124398
1317,33769,8634,38,67.91329698212105,4245,182762
1318,28150,1424,25,99.36990940080125,1605,327884
1319,7711,2670,26,10.117645351261787,4530,294470
1320,9853,10594,13,24.8266022346834,1475,229715
1321,34077,6006,28,87.83870182234779,767,138560
1322,28863,14150,33,40.13015587712285,2474,135877
1323,26792,13565,37,47.16399600820786,4190,321300
1324,45483,2895,41,86.20453685137407,1115,427112
1325,13942,8720,30,52.66049927004527,435,480430
1326,6762,8726,49,20.154109092022445,4861,146589
1327,36987,12281,48,89.31098142556831,180,375533
1328,20850,6015,8,4.0751039858803155,2234,446024
1329,17112,3170,49,89.64423049670089,1899,383082
1330,29058,3865,47,6.001502440561135,357,379644
1331,43890,1088,1,66.91908709541268,284,372878
1332,5481,11910,12,8.09625858785813,222,198278
1333,37921,3638,5,70.91508561054148,4800,452845
1334,45385,9595,24,4.363160811962138,3614,344481
1335,6524,7163,6,84.40331504336797,1494,281437
1336,39888,4586,25,47.12845114206849,2452,137095
1337,20048,10861,1,10.251937354218915,3319,311522
1338,40111,9031,25,70.97512505600425,1408,375973
1339,42904,4770,1,49.439725592872485,4044,250473
1340,39008,6519,32,19.903937028668846,2041,381974
1341,5060,10406,42,2.551565014983852,590,96939
1342,14130,13384,42,42.381827712828176,1154,325109
1343,23023,13238,3,9.477293842125022,801,324372
1344,18350,1056,49,10.322800126476483,3034,98419
1345,29354,13947,19,27.46562528790501,4795,409057
1346,33145,8522,43,63.415371427000004,1234,305416
1347,39020,11779,29,53.46115024753397,179,99229
1348,25587,5952,2,7.82974351760938,935,281535
1349,46131,11958,9,96.8746963133545,751,193894
1350,14650,4067,17,88.82970014116451,516,80070
1351,24933,10748,46,26.663323227370668,3780,249795
1352,25581,4399,36,13.111519020251984,3966,174045
1353,28393,6977,17,94.29788361094202,845,319279
1354,28051,8000,49,46.65303601018929,2102,260116
1355,31212,1516,12,31.805529512372143,339,411237
1356,9090,6970,20,49.54544548135355,2993,411770
1357,11960,2562,3,77.50167031009481,2044,292763
1358,40772,9530,43,17.670144532002393,955,351585
1359,26520,10329,4,76.9820875174214,3615,310195
1360,41408,4821,17,75.19523200545268,2746,428334
1361,33470,3996,37,54.395472279247095,3294,220956
1362,25491,2313,46,86.71838658620858,4615,272675
1363,6341,12171,42,14.082194438816193,4904,199115
1364,49623,6756,15,59.95242165990164,2698,146108
1365,29791,14808,33,45.48496219768034,1453,125043
1366,5338,10143,16,42.806919170747335,2135,53062
1367,10895,14836,11,26.003546055683017,2980,140236
1368,17254,2813,20,37.8556860241809,779,102214
1369,16344,10206,38,11.70692484634291,586,103409
1370,6750,1731,24,25.908298006717697,3720,191940
1371,7421,10337,16,27.924545670030177,3750,118089
1372,44887,6331,30,72.34611887855381,4818,144047
1373,10319,3499,34,5.806492293677453,1538,67428
1374,20896,3940,1,65.46803850693522,4414,420427
1375,16918,4556,24,22.919581069525798,1584,252565
1376,30064,805,24,9.104289085713098,790,219461
1377,32935,14847,9,30.779809947457977,1112,84734
1378,42641,12228,22,23.222814073431675,4642,257156
1379,34711,10415,12,55.65120520814515,2447,377251
1380,9806,2189,17,36.380263941348275,3808,399033
1381,46360,10209,25,96.63338049842429,4570,162168
1382,17182,14179,28,96.3914103396942,2022,134170
1383,27297,4417,15,44.92781164290371,737,454895
1384,24541,7580,30,79.7136586053657,3108,490959
1385,33921,9111,27,2.313585545226628,2333,467933
1386,21774,3436,22,55.23334688775546,2225,293543
1387,49813,4362,10,74.58661805839093,3557,206651
1388,42198,12921,31,22.477379315326253,4389,245174
1389,13820,14818,27,7.056003761428432,3274,84782
1390,29070,10142,12,16.435974654739134,3788,120160
1391,9232,11788,46,44.74296063021185,1499,168296
1392,16122,6149,31,51.130770654869934,2434,466319
1393,20023,3761,32,38.70762708876808,1605,103077
1394,13007,9856,32,44.55740293719562,349,340678
1395,22905,10561,41,47.55326100131885,635,350780
1396,46786,2319,45,77.17422949850852,3632,294002
1397,34398,11397,35,11.418947909687587,3649,411252
1398,39268,12207,46,77.1260962487802,557,362630
1399,11737,1842,21,69.17410292720481,2838,144096
1400,41062,6060,10,74.42442013815548,3469,83435
1401,30510,2726,16,73.71237020165695,4235,83152
1402,24426,1579,7,47.588589764376586,3796,159620
1403,42265,13966,4,21.928618271529103,3511,371096
1404,22850,14483,27,54.1262615258786,4169,331782
1405,5614,4706,25,95.84022330730086,3487,282816
1406,26776,6780,31,59.264042457943006,3285,429580
1407,29077,13255,11,2.0936673760649835,3338,66396
1408,14374,11471,48,6.911379582762673,360,221566
1409,40435,11220,20,99.29347992675169,1347,207855
1410,35907,7735,36,8.122689564704597,3433,186475
1411,18409,1313,17,5.558470844444957,3422,73838
1412,21514,14060,45,35.949402666506884,2673,351063
1413,34866,5589,11,96.96240312366433,225,390039
1414,7983,2531,30,32.5488402195537,1329,360139
1415,36705,9014,35,41.578528956651795,3311,306097
1416,25662,11661,41,63.77362905964799,3233,465830
1417,28510,9595,38,3.3870720933133844,1406,125593
1418,17651,10233,22,89.87859417439961,2201,181172
1419,45998,14787,43,52.424858737888776,235,406335
1420,33535,6411,48,47.21427969440174,2477,242792
1421,11640,12195,27,86.21193955845641,1559,120514
1422,49547,3153,37,95.3545823464441,4331,323132
1423,20317,11168,46,42.91909793303664,912,261139
1424,12564,3840,49,18.071666850029843,951,285910
1425,32345,8376,35,81.75521773020522,1844,431536
1426,33687,12935,4,40.92278170102623,2038,165137
1427,18737,1641,16,93.61900841166485,970,389373
1428,14323,9541,16,95.03999939926732,734,151471
1429,20229,9058,21,12.36807414041558,768,350292
1430,49481,3397,26,95.69884276595228,1393,457039
1431,13502,9781,36,37.458762219066976,3188,336840
1432,5545,4541,19,64.97899924806185,368,61629
1433,42114,2538,17,4.440258091670557,960,184928
1434,34430,11552,45,88.99954313429943,581,81051
1435,14996,4770,26,64.51813560514162,3390,295131
1436,32788,10546,22,64.7118922286855,3490,267405
1437,34969,5183,28,90.3154398377709,1361,345613
1438,18919,994,1,51.32637031582697,2432,254793
1439,8810,7616,44,41.6411473958925,202,122372
1440,35586,13925,36,86.74674647693931,3894,489288
1441,44974,11874,43,74.49963067526842,4987,93406
1442,46773,2284,37,94.94859083152521,4434,399898
1443,21371,4010,2,94.07206743774273,2792,85017
1444,34629,4286,17,38.850290291463786,3771,322849
1445,13436,5766,40,45.25164272400037,981,200678
1446,17984,12822,38,26.342510425287067,2335,399055
1447,38039,9690,21,66.4041410247182,3134,288750
1448,24895,5928,9,37.08965503879977,4989,142469
1449,23155,7181,13,78.82396401415944,2677,123654
1450,15616,7393,11,13.033525312360142,775,478535
1451,42129,13825,16,12.523882265408844,2539,404329
1452,44837,13161,16,21.241082760520293,1781,95318
1453,29574,10143,2,9.344926655303935,1376,304423
1454,8430,10443,42,62.38312916014524,4867,183286
1455,17676,10972,44,15.587923835657126,3347,310895
1456,15816,13492,8,16.83632882929777,3748,307177
1457,37733,5158,43,2.408594149187433,1412,124070
1458,25144,7582,42,78.42691144773737,1173,362013
1459,7050,11626,13,81.41730948692462,4199,478444
1460,49460,7369,17,17.040219220079532,1754,225768
1461,38933,12426,39,74.21291899245523,3847,315399
1462,29951,8107,24,43.9209671925786,4188,432622
1463,37413,8169,3,24.719893413573743,1993,77841
1464,39801,12038,30,62.51707619930906,1385,311121
1465,37913,10565,13,18.669923360361395,634,55334
1466,45600,6719,19,75.9314771576505,3547,258889
1467,30280,5034,7,5.713907529484619,1479,417278
1468,29557,12495,9,95.95396235986352,745,90522
1469,40400,6479,19,8.115650117153823,123,220780
1470,9494,10671,45,58.36539350562028,4752,80697
1471,20152,9390,40,90.31723472211547,4551,453938
1472,28895,1812,22,2.1785424159371845,4770,414080
1473,14155,3462,18,50.35293163791665,4224,173935
1474,36883,14351,23,35.65068946675731,464,66029
1475,48194,3438,2,58.45288683553299,2755,377694
1476,48001,13479,11,23.320281287028212,508,290957
1477,6828,10992,31,7.425022505940751,1414,293533
1478,46898,3697,33,62.96737064802198,318,451424
1479,37123,5796,14,42.26807470984684,4803,387651
1480,42573,7704,16,62.62606833191674,1639,287648
1481,5806,6230,11,21.84337553694645,3533,138719
1482,45970,14421,33,34.5353850323947,1702,138499
1483,34757,626,7,56.60645754709642,2804,151383
1484,39636,6102,31,59.718165054148,3748,189199
1485,19561,1691,48,37.85916596965225,1205,490998
1486,29262,3139,46,28.725267356039087,3511,327790
1487,19899,13081,47,28.09636231937099,2588,264816
1488,20934,12608,14,18.295235790668944,716,334857
1489,43197,1866,28,33.21509127062913,4421,344411
1490,46844,9711,43,20.744593364308773,2518,316008
1491,41332,6953,16,63.747725216764536,127,126197
1492,39157,7171,19,57.33763282596687,3155,475775
1493,16593,7183,17,38.876293543421085,115,167201
1494,45042,12771,26,33.25717197380205,3448,256930
1495,22320,13206,6,24.523805819269608,432,122246
1496,32376,5039,43,54.01037258697478,4678,474578
1497,48513,9376,49,91.97137367022314,4761,344524
1498,19199,12321,9,68.88460208750477,2261,91284
1499,20876,3387,17,74.69705668952116,2185,430322
1500,13245,10154,31,83.60340850198436,4649,260994
1501,12214,4586,12,35.81186236044703,4053,173556
1502,5726,2761,23,7.224702429334275,2889,105277
1503,16362,4680,5,62.633321528842785,4361,65316
1504,23297,3341,43,19.678556831575232,2352,467679
1505,35448,10459,36,57.33532134957096,344,256811
1506,31172,12872,36,74.21151308254942,1994,448104
1507,47874,6540,3,78.58019191263583,1456,274800
1508,12657,4060,24,30.88207290450403,1042,61325
1509,23850,10804,17,51.7308900243622,3567,200160
1510,30425,14457,39,62.47554453144204,3292,387066
1511,31685,5258,26,82.12859144836158,1845,163949
1512,29578,1126,4,76.37747784538979,4605,443000
1513,33831,12851,45,98.80955677675966,2457,416708
1514,12906,12106,12,1.8003829764710773,3979,126803
1515,12287,5514,1,44.31145464545017,3877,327563
1516,38660,1875,21,26.348404151236657,2215,272088
1517,15222,1681,19,12.869445327342467,2367,234821
1518,42443,6208,21,91.24001748855127,2367,357998
1519,39701,990,18,99.79824454347295,1596,446120
1520,22764,4229,43,18.87902458256764,2896,159796
1521,49641,6474,3,4.804905887334996,4581,149427
1522,22674,4034,49,28.230390320369537,1029,392679
1523,23024,3796,44,83.65132988857317,3424,138855
1524,28874,2440,32,30.095118236732358,4600,201772
1525,48642,13100,10,6.633246569264534,4687,339777
1526,37284,5514,40,6.196726211349961,456,166958
1527,22602,2382,15,43.31485743457421,4410,265716
1528,42784,5408,5,93.25074658310035,4164,287497
1529,28265,3487,4,29.306123722323562,3941,336199
1530,30931,6085,28,43.28861038940333,4030,461858
1531,33841,3659,4,11.091446732878246,4947,234086
1532,34192,14114,15,49.86370653362913,926,446862
1533,47520,13467,17,69.9581593642847,765,194245
1534,20585,5030,44,27.84388575654474,2128,57025
1535,30559,1181,3,30.37441954433979,3791,324693
1536,45059,5754,10,84.35552751522086,2682,64853
1537,38742,1573,47,2.0260085123705314,653,231495
1538,9133,14243,42,64.01060014645961,427,373300
1539,19663,2887,23,39.99457885922008,1288,276560
1540,26754,11086,18,30.53967084258543,249,454542
1541,8972,3193,1,66.10178939214384,4852,446679
1542,10295,10062,35,83.63218365718082,2953,339307
1543,46873,13436,31,56.2808195165387,2036,410280
1544,34125,4840,44,4.078367572362545,4488,173296
1545,45996,2656,1,46.67871789173203,2836,64075
1546,14903,8466,3,46.813234148503334,1056,406389
1547,8020,3080,3,54.83605098565618,3348,355459
1548,46755,7757,37,67.42493120331167,515,153245
1549,25420,13083,19,2.912521949899704,3554,66010
1550,26452,2659,29,50.6992498155753,2745,247505
1551,43001,14400,25,59.24246916867848,3874,418692
1552,14516,11940,33,34.99198525518914,184,312749
1553,7396,12423,36,67.16815743245287,2035,217517
1554,23546,14936,29,23.58959399578794,1516,349459
1555,24129,12521,26,32.41986097367771,1170,320796
1556,6591,7272,4,96.31277939500828,3512,475445
1557,16303,2127,49,35.45896671525287,1621,473746
1558,35561,12164,14,35.30358784920876,1601,492317
1559,11183,8719,27,59.97238294648841,4191,432323
1560,31572,7580,33,97.12655765614596,2573,267022
1561,39080,2485,22,98.32496414934704,835,405583
1562,25695,14348,48,58.38613840395529,2938,130266
1563,12314,12845,3,1.1076149606883208,2662,481140
1564,24623,10213,23,90.16499852607157,4006,88541
1565,7139,8988,21,57.453558493127765,1372,376802
1566,36290,2681,41,37.23364442070365,4936,106327
1567,23088,12094,23,83.09031896057789,1962,143434
1568,44692,2796,4,40.5834134756703,4326,93654
1569,38130,7664,21,4.370406113826203,1863,65930
1570,37088,3097,37,82.28615008264485,4518,442826
1571,31292,1401,43,55.040080700956466,922,184590
1572,25670,6560,31,34.476210284195425,642,212054
1573,8738,9790,21,25.838345259031268,2865,56775
1574,7469,2177,26,59.78594848212713,2178,467206
1575,27534,3381,41,21.596905274284914,984,55378
1576,14017,13979,35,33.06123776914332,4386,358546
1577,7808,13558,38,64.01650063198437,3749,482657
1578,17713,6122,24,88.27290059018726,4610,129712
1579,45329,8552,11,53.75614251076828,3671,337204
1580,7719,1878,41,76.15153343161016,4033,177067
1581,27890,1748,29,76.54299977254114,3766,283103
1582,16700,12427,47,66.7710413132793,1821,440478
1583,41509,6150,3,25.337995430371247,474,430828
1584,47534,12933,1,86.81207121687395,657,228065
1585,41766,6579,19,44.19128990831708,1380,143104
1586,31705,9956,46,5.376863649634356,3523,334909
1587,23787,10599,49,25.21665433688299,1228,240125
1588,31588,7536,22,76.78928705583226,1460,466412
1589,31123,6987,14,7.8442002459314475,3697,428821
1590,38062,14560,49,15.589075813336208,1200,196540
1591,15177,1558,14,69.72845478812874,1634,144385
1592,26727,11441,44,89.3674781830265,2725,414793
1593,35220,2548,16,63.739468500706046,4227,320318
1594,14882,6615,33,23.006814329125906,1731,95820
1595,6136,4748,13,6.287962561705312,157,176518
1596,39832,2976,38,61.89753167248086,1227,200170
1597,36966,12708,49,5.692459215185234,411,384726
1598,12009,5103,12,61.659483142233945,3817,185258
1599,17987,11889,38,23.33241447194841,2101,66722
1600,42311,13278,39,90.56095017847414,2837,420301
1601,36575,4053,33,48.034174180248826,3977,121504
1602,6007,13132,33,23.16990489765987,2382,160760
1603,10445,14723,29,85.46138633930057,3283,90452
1604,15706,10453,5,26.149504446303325,1531,340414
1605,49486,720,6,31.353308575962675,3225,229383
1606,34257,14726,31,83.59351200649012,4997,353273
1607,26736,14730,16,31.570410950259,4434,285881
1608,47207,5318,31,41.606213153833096,1875,56387
1609,18281,7692,25,35.41890140512779,1418,74394
1610,6435,5123,48,12.52363146520721,4307,439257
1611,38339,7849,46,4.850685412435788,3259,388971
1612,40150,6118,33,72.72952673203716,1428,423254
1613,30821,11580,13,64.86857526963635,4485,473309
1614,31660,10356,10,28.95424068765366,4074,302236
1615,10084,7709,24,30.264313373502972,4777,237708
1616,21661,12678,10,94.55557251785945,4565,85241
1617,18507,5076,41,98.77944159611572,319,497623
1618,12059,11669,31,47.87005542013566,3402,78337
1619,23271,2371,13,80.44272280266787,2966,413136
1620,12491,8415,3,73.93190171106717,1996,54804
1621,19859,1962,34,30.434453241692648,4544,477274
1622,13073,6021,49,6.797708341527356,2402,107450
1623,14077,9036,28,15.113069456359062,4647,494975
1624,25953,8736,19,83.99111758307558,4284,109529
1625,16383,8313,23,73.39016817963183,3826,172766
1626,7353,2568,45,66.7691496017655,2142,343478
1627,28821,6253,32,13.934234337968183,622,113452
1628,42567,7737,13,64.35313805760194,2807,297448
1629,29860,14675,33,77.44308081781843,3098,449727
1630,26195,7516,34,86.19957323616877,4021,222037
1631,16939,6691,33,2.3098966401682035,1009,419162
1632,30338,2014,5,68.76303508596929,4637,89440
1633,26730,3098,3,2.8906679047172377,4233,375262
1634,26427,1501,7,70.98041170880042,1980,135263
1635,40196,1533,24,63.92651510846848,3379,176775
1636,32083,10732,22,15.686438428978278,4405,99217
1637,26510,7399,45,76.8460533831679,2660,474355
1638,49064,8965,23,7.766414200779424,3172,266402
1639,12813,5551,30,82.81347860071871,3926,118517
1640,36598,11339,18,26.93099523997467,4576,193857
1641,32570,10471,32,69.19633436776583,2975,104740
1642,32082,4976,7,92.44524476116516,3006,151119
1643,34241,14140,33,34.642875442671446,4589,251704
1644,35678,978,5,50.786513716101496,4591,63950
1645,49569,14850,49,46.84868536109459,644,232241
1646,16745,1015,28,16.603523557223944,3197,122209
1647,31029,12978,8,59.440889038585404,3725,117278
1648,18025,1691,15,74.55718993357385,3605,88488
1649,41124,11360,4,91.7706080634581,1184,348421
1650,19288,13948,34,85.22945756330176,652,226113
1651,28650,6797,5,51.491918593075134,1253,302146
1652,11540,10103,33,72.18269829668155,4038,315678
1653,37232,11972,5,80.27755792401538,2345,130221
1654,21422,771,38,49.85538266009653,1786,251744
1655,8342,8834,34,12.427328509722507,793,121121
1656,46846,8278,26,44.355145620889715,3890,386234
1657,40612,6508,1,84.40532578195491,597,159777
1658,15396,8487,4,60.067499133979766,2195,499526
1659,22482,13880,39,72.72137932392457,712,51634
1660,28411,3832,26,19.341534193106167,4067,329052
1661,18261,1287,33,96.46943905288957,475,464526
1662,8093,6722,33,41.00397241983763,905,392797
1663,16722,10373,8,65.70991674905517,1020,379402
1664,27042,1122,20,2.868353204469921,3704,255219
1665,49413,4341,16,13.604606963273842,1543,499297
1666,33087,4176,21,78.42139271860698,1645,242644
1667,37347,3072,45,96.82897510650521,1310,301917
1668,38756,7415,26,32.68548015049234,2180,381544
1669,44214,5533,23,4.680892759185219,4787,247675
1670,21335,8288,18,36.72579359603362,2248,272584
1671,33602,11952,31,2.7293448976212598,1608,285814
1672,39450,5714,42,20.044936133984443,1013,166107
1673,37196,5212,12,75.4947294903201,2880,441612
1674,10626,13819,1,93.77175141254311,489,258436
1675,12424,566,42,9.657459352519778,4149,162436
1676,17857,12978,9,56.23217710224041,4355,343275
1677,49923,8033,3,26.134203766279164,3725,463602
1678,24982,5116,26,14.766853453599024,1170,492997
1679,16425,13777,9,22.679042759264195,4891,373904
1680,6980,1640,42,58.19854368227304,4953,379514
1681,31431,11006,16,7.448315642952144,2670,441985
1682,24440,6230,24,43.98764102067334,3837,104470
1683,46752,11224,14,14.387557244561224,2879,431832
1684,22175,12272,3,27.995028187053666,438,365427
1685,31385,7965,34,19.884678644583126,2076,180263
1686,43158,9879,33,88.41457448325882,3536,183425
1687,28019,4971,24,71.09312175625766,894,326022
1688,23639,13440,9,86.97779531579958,1822,429887
1689,24994,3839,13,38.96282062022156,3319,126668
1690,39375,1048,2,32.027923120513336,998,58203
1691,26563,13885,7,38.678132294878935,202,60322
1692,44341,8175,48,2.8362713767163394,2959,388975
1693,10776,12779,21,72.74572323970726,4288,85925
1694,41444,8764,19,35.62747323261275,1547,72247
1695,8380,698,25,32.01905655410238,4314,157930
1696,13711,11893,47,60.21596547168276,2132,460556
1697,13782,10473,22,44.18874125927182,4132,266850
1698,22434,1071,11,98.10349345416596,3160,431640
1699,25017,1290,33,36.269051246981334,1634,203594
1700,35707,10330,32,61.775688378583425,2947,225666
1701,44110,10523,21,31.85345896035552,3309,389775
1702,22343,10547,39,99.06890304085502,4670,358479
1703,43827,14298,20,45.065992437292685,3563,304192
1704,46652,1674,8,63.778752275813495,534,401105
1705,10655,12432,42,13.545445424315028,1357,84723
1706,49859,11969,37,73.56939727150215,154,54991
1707,20251,678,9,27.65179572968658,1030,480049
1708,5526,2744,25,45.41271203013752,2899,197139
1709,8224,4586,25,88.43017317041833,411,63763
1710,16536,1234,33,97.08469897362504,1056,495171
1711,33541,6732,2,43.03263808219534,4183,94863
1712,18547,1298,19,83.64546412749549,4952,329552
1713,39531,8101,46,6.281550460436215,2612,206248
1714,13712,9479,20,84.90982894923599,1363,216169
1715,43565,3295,42,63.32152189311232,2847,232922
1716,14208,12996,41,49.3819106707686,2882,234918
1717,10109,5088,42,89.10640680858752,1193,164177
1718,40201,7797,29,84.68838502813497,2886,216866
1719,21967,3584,6,30.39756449940363,2915,244396
1720,34759,14445,17,79.357349852131,3863,401911
1721,25172,11610,25,10.849602432574887,4135,313155
1722,41935,1231,38,82.45362961126965,4939,204499
1723,31589,1629,4,67.8701061843018,2423,88392
1724,35015,12138,30,9.69876676226233,332,305055
1725,34009,2105,20,68.6249371739394,2201,108990
1726,22773,12470,3,58.47140839096065,4452,494068
1727,46125,11437,23,59.860460013359436,2128,458445
1728,31143,11862,18,29.795529577840156,2029,390924
1729,11154,13381,26,27.383222801271682,1558,271070
1730,26804,3433,36,76.49097609334798,1748,206374
1731,46688,9907,8,26.424534620706673,507,73536
1732,25581,9016,17,45.179962929179965,3440,399890
1733,35087,5574,31,69.78411086127969,2077,317729
1734,37981,14537,37,8.88200888141634,2513,492346
1735,8762,10542,45,59.86028987855406,1860,293481
1736,14768,7599,33,59.34826089216361,3697,107210
1737,48408,1990,27,68.73864237791453,1478,263803
1738,44499,1393,45,37.622881435260204,720,261445
1739,43559,1890,4,45.44899763232013,1029,293769
1740,13783,3889,22,33.66696208052467,1074,448672
1741,34781,4739,26,81.00865647168881,4587,434509
1742,35811,4979,32,13.930465243577116,4547,300669
1743,40488,2763,24,96.33244140395766,2953,234933
1744,13905,3932,46,63.84877944194252,1789,480505
1745,14127,2871,35,88.80376571482542,4771,59775
1746,27431,11778,37,43.196914368211665,4718,245953
1747,11368,4812,32,33.89562796880767,825,326243
1748,32424,2015,7,90.17185520227436,261,414485
1749,23333,6826,33,10.788429858753975,758,353986
1750,28116,7588,31,12.593615919022502,2997,293362
1751,48201,6086,12,30.635330871983058,4719,369307
1752,20525,3417,11,96.01772319486552,4199,263423
1753,28398,6231,24,63.6737923766456,2642,258834
1754,37857,8186,8,55.86517596492442,1678,172863
1755,15361,11044,32,70.83027729918663,4094,407752
1756,21369,1667,38,42.32998105173845,1174,488083
1757,8041,8802,22,76.04927664065912,3305,453075
1758,5105,5609,34,39.92983909931488,4144,159478
1759,14078,4827,19,82.80995530079,3533,105700
1760,30003,6310,20,27.46221312557395,977,52539
1761,11090,4155,14,28.4771192705044,1191,158609
1762,43850,4293,33,52.71594723724678,3159,390879
1763,6925,10447,10,43.645354677811774,1774,214230
1764,23440,7238,16,65.16346858418484,1708,246690
1765,44685,2077,4,37.064784712684315,2926,493370
1766,31015,9988,27,23.824514257966314,1317,107824
1767,38320,12466,28,47.51104772540721,3152,288344
1768,30291,2720,43,56.534693450217475,413,303156
1769,41679,9664,16,15.117405329139352,829,324425
1770,31289,1530,33,56.11514394758337,4139,458336
1771,8389,11285,48,32.606413819541785,483,59946
1772,30683,7191,19,39.85273660198228,1912,174128
1773,18629,4492,21,28.65249477726484,2424,436160
1774,29826,13305,22,93.20962245151293,3529,126427
1775,40198,1413,9,68.65029184674117,2845,76111
1776,31630,6858,9,26.983570828667656,1964,233468
1777,38226,2681,9,64.85810212064307,3391,345434
1778,37975,3697,27,85.00866854862257,4946,277212
1779,5899,6540,17,40.76139062494409,327,215534
1780,16653,1962,44,83.16579340646204,2164,316981
1781,32961,14660,45,16.287079489659245,111,61801
1782,21405,11070,8,82.45535512175064,1622,441486
1783,13601,12146,16,54.48913002456427,791,204782
1784,38662,7537,18,23.074474312988226,3805,147157
1785,38282,12245,33,41.306997071035234,1839,295907
1786,26288,9999,1,98.81130625221506,1625,90916
1787,34545,5494,12,78.57204564760019,169,456281
1788,41877,13886,6,57.93354977712641,2348,112546
1789,20313,9881,41,12.401227278548031,3223,357618
1790,20349,5808,5,42.363346707248525,4824,306537
1791,12179,6721,16,27.04209988718179,3430,405910
1792,15326,7590,18,8.029106871033635,1387,86388
1793,49555,8269,49,54.67823448321218,675,126167
1794,6560,1187,18,89.02938428424673,2272,407508
1795,18612,14856,1,67.88438694923839,844,124667
1796,22650,5161,19,25.718358410070607,2627,391987
1797,31745,9899,8,57.78487608842512,3173,315853
1798,36890,2394,3,94.38019405134992,4310,98754
1799,25022,7889,25,72.5685902393706,4676,293291
1800,9780,5422,5,69.25791604126964,1124,398401
1801,23311,14139,40,96.84765845652412,1041,278802
1802,33380,6822,19,80.08845780721846,867,317238
1803,49662,10503,18,14.52573076677646,2538,190487
1804,7356,3683,31,35.415873610643935,933,492062
1805,9790,4297,33,96.54892937303093,2290,294852
1806,31911,5678,47,49.48083402560179,727,57472
1807,29363,14138,18,12.052107086797351,476,244802
1808,25049,10336,39,46.40188308756184,3986,86131
1809,15181,4468,16,70.00233017300927,189,134943
1810,44825,3216,16,99.75727394644287,2955,395881
1811,21082,690,47,33.066626339756986,1165,471164
1812,5661,14011,38,51.8946006130481,1158,227980
1813,42412,1835,41,88.08838976032959,3159,230907
1814,7920,8681,7,36.17145458767602,4172,301267
1815,30658,13495,14,11.816894102494865,2700,335259
1816,19025,11798,43,94.9446516251489,4319,340105
1817,13946,878,48,49.35563986463651,2204,97083
1818,33706,13174,25,50.7755873664252,2953,495278
1819,44004,4329,32,62.49881431581403,2755,97182
1820,21309,6880,38,1.350125746619236,1615,177987
1821,38120,1115,22,93.18198638131607,3117,314161
1822,35027,14330,16,36.78365739267963,4247,447439
1823,12005,2830,29,40.29625437605051,1673,111852
1824,5956,14836,16,18.23681550579026,2636,281560
1825,39839,2254,12,38.43700971595364,4026,362653
1826,13595,963,17,80.59040954682915,2152,204147
1827,17803,9658,37,80.19917558299795,3896,56531
1828,30963,4767,27,93.64388724864983,731,447882
1829,41221,3658,25,40.91971779539878,1961,270389
1830,44443,4124,13,71.16342887110984,4052,356167
1831,38723,13934,8,51.21651796554815,1332,216308
1832,44063,5438,5,80.59825616239397,2364,352203
1833,20282,5917,12,71.5416589041667,2147,90023
